ml	633337
fo	631162
do	625873
id	625255
 m	620762
oh	620174
ws	617165
ap	602478
ah	598922
ha	594392
hl	587634
tw	587001
 v	584960
wl	584658
us	579569
co	566670
.T	562669
eg	558532
we	557587
ru	556091
fc	551459
pn	550784
li	550524
hi	544968
hm	537909
ge	534546
sf	534541
go	534145
ar	529904
ty	528401
vn	528326
lr	526140
iy	526133
hv	523746
su	517175
ag	508726
rh	504552
gi	504500
ua	503161
sb	500689
iu	497268
,t	496043
rg	489146
oc	487611
dd	485006
ho	482076
 x	478718
oo	478052
dw	477520
ic	477484
ev	473171
ny	472257
tp	470791
.I	468168
nn	466978
db	465903
df	465842
wi	462787
gn	460051
th	457371
fl	450574
ld	447279
of	444799
sp	444617
n.	442213
rf	431218
ma	431191
me	429249
rv	429119
n,	427193
I 	426321
rw	425185
pt	424071
uc	422136
 d	421037
 b	419273
ct	413976
ps	413618
nc	412563
nm	410926
hy	409495
kn	409494
tb	407074
tf	404516
p 	402055
nu	400389
nh	399395
rb	398613
hc	398389
gs	395307
pc	394537
lw	391386
fn	390527
bi	387954
hu	380117
lg	379216
sh	379017
o.	378660
vl	378053
nd	376778
 w	376105
fa	374735
yo	374448
ob	374165
ou	373984
br	373115
dy	372452
am	371800
fi	365970
ry	365685
wn	364729
hd	363211
dm	358966
oy	358060
ik	350662
o,	349548
r.	346885
ys	345010
md	343576
,w	342296
dl	335154
au	333064
lb	331818
sg	331792
yi	330857
dp	326264
r,	324718
l,	322559
hw	322360
gr	321523
sy	318962
hp	318477
tv	317141
tu	314750
f 	314361
mi	311416
ek	311277
lm	310120
nf	306783
wa	305742
bc	303795
wy	303220
dh	302449
bl	302169
wo	300862
ur	299695
vd	293222
ye	292473
he	290462
a,	289436
pl	289372
vs	287721
mo	287551
tg	284527
af	283678
bs	283206
un	281327
yn	281246
ip	279799
l.	278395
bu	278220
ko	277982
lv	276152
t.	273059
,b	272795
a.	265461
nb	265376
fs	264616
i.	264128
if	262900
ba	259642
rr	259280
yh	255833
yw	255565
lf	254850
bo	249488
,i	249203
io	247744
kt	247702
lp	245510
t,	244750
yr	239502
lk	238602
up	237853
ab	237663
yc	237250
np	236670
,s	235833
.A	231150
o'	229270
i,	225014
mc	224879
cp	224208
cd	215495
im	212271
ir	209963
yf	209870
yd	208079
mk	205242
 g	203121
xe	201466
py	201130
sv	197920
du	197311
ow	196319
yb	196045
wu	195589
gm	194041
ng	193499
lh	192667
tk	192516
fy	192442
dv	188332
ug	187840
c.	187543
s,	186401
gl	183857
bn	182667
mu	182525
s.	180637
yp	180598
Ti	176721
js	176202
c,	175911
aw	173837
.W	170199
fu	167420
kd	164450
fm	164037
dg	162637
qi	161855
A 	161270
lu	160471
.S	157618
vc	157353
ka	156915
mg	156092
nv	151694
fw	151606
yl	149274
mm	147701
iv	146192
gf	146109
ub	145220
gv	145010
ym	144594
,o	144359
gd	142838
'e	141562
Sa	141247
gw	140137
.H	140089
my	139844
av	139627
gc	138674
hg	138601
vt	138497
Yu	133659
eC	133269
ov	132440
Cn	130185
qe	128630
bd	128540
,h	128144
ks	126491
-a	125016
eS	124389
S 	123559
ke	122292
,I	121786
Fr	121126
uo	120633
Iw	120630
by	119494
 '	118823
gp	118038
e'	116922
pd	116626
u.	116103
m.	112887
.B	112786
uu	112446
-o	112331
u,	112214
W 	112060
wd	111049
H 	110783
Ta	110654
-e	109885
e"	109877
gh	109767
gy	109746
bg	109612
,c	108614
a'	108001
Is	107589
Ad	107426
Cr	107198
Se	106556
uw	106087
Bt	105987
,y	105678
uf	104973
At	103753
kr	103737
Id	103487
um	103352
Mr	103248
gb	102551
eI	102489
g.	102078
tI	100966
kl	100707
g,	100401
,p	99661
mv	99377
m,	98887
fh	98297
ki	97829
ve	96969
pw	96863
eA	96141
,e	95419
d.	95233
e-	94303
qa	93791
iw	93488
 S	92989
uk	92859
rq	91913
uy	91374
O 	90656
pp	90301
ll	90028
It	89621
wm	89448
-i	89122
fp	89090
ky	89063
jc	89047
d,	88723
, 	88705
Ih	88360
pb	88226
,m	87975
Mn	87652
 k	87097
,f	86439
Im	86371
 .	85982
pu	85903
Ia	85675
T 	85594
x 	84835
Ae	84798
eM	84588
yg	84569
Sr	84521
fd	84275
bf	83628
hf	83457
hb	82851
Po	82389
ej	82286
o-	81872
hh	80904
z 	80505
i'	80314
.M	79872
eB	79600
dI	79589
vi	79270
s'	78556
.Y	77874
eP	77370
.O	77351
"h	77308
cv	76576
l-	76450
Ca	76138
As	75690
fg	75466
.F	75293
zn	75213
s"	75182
mw	74910
 I	74053
M 	73971
We	73650
Pr	73502
n-	73487
xm	72709
Sn	72120
xr	71712
Nt	70964
.-	70529
cf	69539
So	69347
Ic	69325
"o	69004
. 	68879
nS	68790
fb	68756
,d	68319
Ms	68285
rj	67693
Cm	67616
 A	67578
eU	67320
nI	66445
nA	66098
wb	65981
d'	65866
gu	64957
Nw	64924
wv	64822
 T	64661
.C	64209
fv	64204
 O	64134
,r	64023
eD	63569
nC	63561
eT	63484
 P	63293
r-	62867
Cl	62606
..	62081
ff	62072
t-	61933
"e	61572
.P	61474
tx	61225
Sm	61031
,l	60959
dS	60921
Ci	60596
rk	60536
 C	59879
"a	59763
Wl	59428
xl	59283
Il	59000
Oe	58904
Si	58856
ib	58715
a-	58534
ww	58205
mh	58131
eR	57951
,n	57567
Hw	57453
s-	57450
 -	57346
Hr	57309
lz	57152
Ee	56466
Ui	56374
Aa	56323
 q	56307
eN	55787
cc	55497
vo	54777
nx	54656
Pe	54628
'l	54481
mb	54460
D 	54394
eG	54301
Wr	54240
Ar	54105
r'	53944
Go	53485
E 	53438
Cu	53411
sI	53355
.N	53353
eL	53152
eF	53078
kw	53042
Al	52848
Ln	52474
Ba	52447
cb	52308
N 	52025
xs	51839
gg	51797
."	51772
Wi	51642
B 	51618
nM	51484
Wt	51018
Su	50854
bb	50675
 E	50551
Ce	50526
-r	50396
.D	50319
xc	49845
-n	49444
eW	49298
dC	49173
eH	49023
jr	48944
wh	48806
C 	48644
Wa	48579
Rs	48466
Tr	48344
pg	48157
t"	47806
.E	46969
mf	46789
n"	46754
eE	46721
lx	46490
kp	46418
zd	45899
Bo	45834
Dn	45800
kf	45761
Pa	45612
Br	45294
rz	45276
Hl	45007
mp	44922
uv	44894
wc	44713
i-	44175
k,	43984
P 	43852
xa	43732
Ds	43245
nz	43241
Jn	43232
-t	43186
.L	43174
d"	42985
h,	42800
h.	42667
sC	42621
Bi	42385
 M	42091
wf	41551
dM	41373
Pi	41006
Js	40877
 R	40809
nT	40622
Md	40539
 B	40204
"i	40134
k.	39737
e:	39707
v.	39675
Iv	39653
tC	39482
sx	39400
eq	39149
pf	38981
cg	38965
sj	38895
tS	38833
To	38818
U 	38792
"s	38596
rS	38276
p.	38096
xi	38036
Bs	37806
yy	37758
Hs	37739
r"	37730
bh	37514
 D	37455
.R	37402
Tu	37345
va	37284
Mc	37228
wp	37223
,"	37023
Rc	37012
I'	36744
"t	36551
Fo	36547
sA	36523
,M	36437
dA	36357
,g	36177
rC	36128
cy	35992
f.	35798
nB	35769
p,	35215
R 	35178
sS	35103
eO	35089
dT	35027
Sc	34920
kh	34895
,C	34859
Ac	34849
Ga	34737
If	34729
,S	34714
mz	34472
v,	34394
 H	34374
sk	34252
Dr	34202
Ct	34141
zt	34114
pm	34054
Nr	33979
Ot	33952
Ao	33897
Ge	33806
oj	33803
w.	33791
jb	33772
nP	33726
Mt	33680
nq	33558
Pt	33518
Co	33477
n'	33298
yv	33290
e?	33277
Bl	33230
L 	33230
-h	33128
ku	33052
sz	32895
nF	32675
h'	32669
-l	32490
Ml	32485
oI	32411
Sl	32377
yC	32242
xo	32211
c-	32153
Ap	32038
Ra	31945
Kn	31927
Fn	31822
Dv	31697
- 	31675
-u	31636
Fe	31612
Ws	31334
 V	31166
tA	31159
Bn	31121
vm	30986
 W	30932
Ir	30844
 N	30762
Lt	30754
Ai	30737
mj	30735
fC	30687
dB	30513
kb	30402
" 	30341
jy	30308
St	30285
dP	30276
ji	30194
nD	30172
mx	30164
f,	30071
tM	29998
.o	29934
Gr	29841
sq	29826
Sp	29747
kc	29742
yS	29664
tj	29504
fS	29437
Tm	29412
,u	29395
Fa	29353
Cs	29309
,A	29181
Eg	29172
G 	29112
a"	29007
.G	28997
sM	28959
Ls	28932
-p	28861
Er	28810
Ag	28623
Hn	28602
 F	28596
o"	28431
nE	28309
,T	28124
 L	28079
rM	27812
Pl	27686
nL	27660
aq	27596
rP	27555
nN	27484
rA	27484
w,	27467
Gd	27417
La	27281
fA	26914
aj	26681
fI	26616
Da	26334
tT	26293
u-	26289
Fl	26248
Sh	26101
Dc	25943
Hm	25938
bv	25929
y"	25897
bx	25863
Ie	25839
zr	25791
nR	25763
y.	25606
ph	25587
yI	25546
F 	25524
nJ	25468
Wn	25382
nH	25328
Ig	25288
t:	25197
Ei	25147
rI	25029
tB	25020
eJ	24987
Bc	24967
bm	24965
Ha	24930
lS	24929
aC	24913
rT	24913
My	24881
sT	24817
dD	24774
lC	24661
Fi	24608
Es	24526
Pn	24486
w'	24474
dR	24467
nk	24441
Ps	24330
dj	24256
fM	24071
y,	24049
?I	24040
Jh	23981
Am	23919
n:	23835
km	23795
yk	23686
dk	23668
nW	23633
sP	23603
tP	23470
"n	23351
,B	23269
Gn	23257
sB	23212
aS	23058
xd	23033
Rg	22927
.U	22906
uj	22891
dW	22805
ez	22771
Rm	22757
g-	22688
nG	22573
n?	22450
Ip	22414
rB	22360
kg	22347
.a	22343
Ec	22333
Or	22289
"r	22245
 K	22172
.J	22019
sD	21798
oS	21787
oC	21762
cw	21712
yM	21685
Ep	21685
l"	21647
dH	21616
o?	21488
hA	21414
,P	21402
US	21364
l'	21237
-T	21176
"u	21163
Nv	21152
o:	21123
,D	20959
Rd	20939
Gl	20877
Ik	20803
dL	20794
nO	20765
In	20751
yA	20745
:T	20573
Vr	20503
h-	20433
V 	20366
Et	20300
Ss	20263
hS	20236
vg	20152
De	20098
tD	20047
eK	19996
eV	19859
hC	19828
-I	19799
 U	19784
dF	19779
Bu	19727
Rn	19724
fT	19541
Oc	19487
hI	19393
.t	19371
ch	19363
xt	19334
i:	19314
b.	19258
dG	19091
-f	19058
g"	19052
Lv	19029
rD	19019
Vl	19015
dJ	18807
tq	18797
Cp	18733
Lc	18703
Pu	18616
fx	18606
lA	18519
dN	18470
Oi	18470
Rv	18428
Rp	18420
Be	18417
yP	18382
Rb	18255
tG	18188
Dp	18146
d-	18139
,J	18071
-s	18024
Lk	18020
tR	18005
 G	17970
hk	17921
tL	17902
e;	17864
rR	17848
dE	17805
t'	17802
,N	17715
Jm	17673
Dt	17628
.i	17615
wg	17587
Ay	17566
;a	17532
Of	17507
Tn	17472
oM	17447
Yr	17406
nj	17353
tH	17256
Mk	17175
Dl	17142
Lo	17118
aP	17069
yB	17043
,L	16963
Hg	16904
fP	16875
sR	16869
b,	16831
rF	16801
a?	16797
zs	16739
fG	16706
oT	16705
Ol	16705
".	16679
-w	16652
lI	16633
-c	16422
:I	16411
rL	16404
Rt	16391
ij	16346
Wo	16320
Ts	16275
Kr	16249
sH	16236
pk	16232
aM	16147
dq	16091
sF	16073
vh	16064
r:	16052
Gt	16043
rx	16019
Pc	15970
Fc	15930
fB	15926
,G	15854
Lr	15852
,R	15847
r?	15828
tW	15807
,j	15788
Gi	15709
bw	15695
Dm	15675
aB	15654
?T	15617
Ib	15615
By	15606
sL	15602
.h	15579
Hu	15577
xu	15574
rG	15543
tN	15523
rW	15489
lM	15485
iz	15473
sG	15470
yT	15468
,F	15463
M.	15450
i?	15435
Tl	15406
,v	15399
?W	15373
xn	15340
wY	15285
gS	15257
,H	15234
S,	15169
An	15159
lP	15143
bk	15122
Tc	15078
tF	15069
Jl	15059
vy	15010
Ma	14992
Lb	14950
rH	14915
Vn	14835
oA	14685
Oa	14649
Bb	14538
Ab	14535
;t	14532
:"	14525
yj	14516
Lg	14499
sW	14460
yD	14396
"w	14384
gI	14362
Di	14335
gC	14323
Iu	14263
Wy	14222
Ue	14102
Vs	14089
,W	14037
tE	14017
S.	14011
vu	13986
fD	13974
ju	13969
a:	13939
Sv	13915
Ea	13885
Lw	13774
m-	13718
Rl	13681
tO	13666
uz	13658
rE	13653
Lu	13638
m"	13636
fH	13616
Dy	13571
sE	13555
xh	13554
Fs	13510
fE	13502
sN	13464
Tp	13415
Af	13349
yH	13339
jd	13326
xb	13260
fL	13238
 ,	13230
"f	13213
N.	13212
"l	13207
.K	13143
Hv	13136
tz	13124
Mm	13077
n/	13062
Sd	13046
AA	12977
hM	12966
SA	12957
oB	12955
lq	12927
yR	12906
,E	12857
lR	12703
Ys	12687
D.	12679
aT	12668
Gv	12607
Io	12598
oq	12595
AE	12589
yG	12569
oP	12521
Fu	12465
Gm	12437
Ij	12432
Mi	12389
fN	12387
fF	12375
tJ	12374
AC	12353
Tx	12352
AD	12329
mS	12223
yL	12205
mC	12199
Ri	12135
-m	12079
rJ	12057
l:	11997
K 	11988
yF	11973
:A	11967
rN	11959
l?	11953
-A	11949
NS	11921
Kt	11912
az	11904
lB	11857
aG	11797
za	11793
Td	11741
Tk	11728
t?	11698
gz	11645
ET	11632
Mg	11614
AS	11609
jm	11607
/r	11589
zl	11588
vv	11551
gA	11540
AT	11533
aD	11526
Ke	11518
W'	11517
f"	11517
jn	11489
NT	11484
CS	11451
Oh	11438
nK	11397
? 	11373
Ah	11370
Jr	11343
wI	11306
IA	11296
dK	11294
Ii	11284
ze	11245
Ya	11190
,O	11183
dO	11167
Jc	11164
wk	11163
dz	11105
lT	11037
Fb	11032
Bf	11023
sO	11013
IE	10964
h"	10933
:t	10893
fR	10877
ck	10824
 Y	10777
Bg	10734
aR	10717
.e	10691
Ht	10683
"T	10676
hD	10665
fJ	10661
gT	10639
?A	10634
Tt	10609
Kl	10578
Mx	10574
AI	10570
OE	10570
hP	10558
Vc	10547
Dd	10509
CA	10492
n;	10480
Wd	10465
/e	10457
e/	10423
lD	10411
"b	10370
Py	10344
Ry	10344
s?	10321
Jp	10273
lj	10259
",	10252
nU	10246
Sb	10243
O,	10215
Av	10204
Ty	10195
fW	10172
sJ	10162
yq	10156
Nc	10100
Tb	10081
yW	10050
c'	10039
Hp	10032
-y	10027
lH	10021
w-	10011
Sy	9998
Bd	9992
LN	9981
oD	9965
,K	9954
hB	9946
gM	9920
nV	9919
Df	9895
ES	9866
Sf	9857
MC	9828
Pp	9806
UA	9778
c"	9759
Ft	9741
.V	9732
Nn	9725
"I	9716
IS	9706
/o	9689
Qe	9684
Ud	9679
AL	9670
aF	9612
f-	9606
-b	9601
hT	9596
Ki	9569
Ka	9568
i"	9560
eY	9488
-S	9358
oR	9347
oG	9300
Ve	9282
Od	9227
,k	9222
.s	9195
Eu	9189
Dw	9188
yJ	9184
Ro	9176
Lf	9170
lL	9130
II	9115
aL	9095
oL	9090
NA	9055
vb	9020
oH	9008
yN	8946
Eo	8895
oF	8868
c:	8820
:W	8794
 /	8788
fk	8774
iS	8726
mA	8716
"c	8680
kI	8648
 z	8646
Pd	8644
Wb	8638
gB	8624
EE	8609
lE	8600
u"	8600
o;	8581
c?	8571
.w	8568
y-	8561
mM	8542
aH	8541
"p	8541
gP	8532
SC	8530
Du	8499
qo	8490
/a	8481
Cb	8441
,-	8388
 J	8323
pv	8285
lF	8263
Au	8250
OS	8244
lG	8239
oN	8225
CO	8214
EA	8158
Aw	8151
Cv	8130
-d	8121
dV	8082
IG	8058
gD	8051
hq	8041
rO	8040
mI	8026
SS	8009
RA	8002
Ld	7993
--	7980
dU	7967
tU	7964
Sg	7956
NC	7946
hG	7945
Pw	7944
Lm	7933
SO	7927
hR	7923
Pb	7894
 X	7860
Tw	7851
r;	7849
bp	7837
gj	7836
s:	7829
yE	7817
OG	7817
Ko	7815
oE	7808
mB	7790
:S	7750
Mo	7725
TE	7725
kC	7718
k"	7716
"m	7688
fO	7685
Gs	7662
Dg	7639
tK	7638
;i	7629
RS	7606
Cd	7599
Do	7593
J 	7590
hH	7580
aW	7525
v-	7518
u'	7451
Fd	7439
mT	7437
zo	7420
Cc	7419
h?	7407
Mu	7404
DA	7403
MA	7387
sV	7314
Fm	7290
-W	7287
hF	7273
rK	7245
.b	7224
dx	7223
Hd	7217
Ed	7209
aN	7207
LC	7207
Nm	7196
DC	7187
lW	7153
xw	7090
oz	7090
.r	7050
Rf	7048
aA	7006
Y 	7003
.m	6994
Db	6992
z,	6985
SI	6967
hL	6958
oW	6943
DS	6895
Ns	6893
,V	6872
'.	6836
LS	6829
"S	6813
RI	6803
gG	6801
TR	6797
DD	6744
Je	6728
u?	6713
Oy	6683
PA	6676
Hi	6673
SN	6664
fj	6648
:a	6645
t;	6643
z.	6627
Qi	6618
sK	6600
SR	6567
d:	6565
mP	6553
.n	6553
,U	6540
X 	6518
Le	6516
kS	6509
NE	6503
?H	6485
rV	6471
LD	6468
Jd	6439
Ng	6437
NL	6432
TA	6425
tV	6424
sU	6414
Ni	6413
rU	6401
OT	6390
"A	6385
zi	6383
ax	6378
Os	6360
Ks	6355
Ut	6350
o/	6339
Hy	6320
hE	6317
/i	6308
IT	6285
MS	6269
hJ	6245
Km	6240
SE	6232
l;	6222
AP	6212
hW	6203
yO	6193
N,	6187
mH	6180
SL	6167
H'	6147
Qa	6146
k-	6134
CR	6110
Nx	6109
Eh	6103
cS	6067
CC	6060
El	6054
Na	6016
EI	6011
Ul	6008
gR	5995
gF	5977
EL	5928
"y	5922
Hb	5918
I,	5917
BC	5910
gW	5861
Ak	5852
Uf	5844
hz	5795
gL	5782
mD	5765
:-	5754
Q 	5746
gH	5717
Ru	5715
cC	5713
CI	5689
FA	5668
m'	5644
EC	5644
hj	5614
.c	5611
TS	5611
-C	5604
C.	5600
kv	5597
w"	5591
P.	5584
IL	5570
AM	5570
CT	5559
A,	5551
-M	5547
Vt	5546
aU	5528
IC	5523
a;	5507
TC	5501
xf	5488
b-	5477
-B	5469
gq	5462
""	5460
CN	5431
RE	5430
oJ	5427
d?	5422
gk	5411
m?	5406
eQ	5388
:C	5387
gE	5377
"H	5376
.f	5368
lO	5363
lN	5357
fK	5356
zb	5354
:h	5352
i;	5347
/ 	5328
Fg	5319
Me	5317
CM	5309
MN	5307
?S	5288
hN	5280
ja	5266
Wm	5251
yK	5236
LA	5230
TO	5228
Li	5221
Ji	5217
xg	5205
MD	5205
?D	5186
SM	5176
pz	5156
Em	5155
CE	5155
RM	5154
',	5144
kT	5142
IN	5137
EP	5131
g:	5130
mF	5129
RC	5105
:M	5102
GS	5101
Pg	5080
u:	5077
"d	5067
Kd	5063
aV	5062
PC	5052
SP	5035
Ky	5028
r/	5019
-H	5014
PS	5001
IO	4999
xp	4996
TL	4995
:D	4984
Yt	4969
Ja	4943
Bw	4929
Re	4923
OA	4916
Jy	4913
Sw	4902
fU	4898
TI	4894
Ua	4892
"B	4882
.l	4876
oO	4857
"M	4853
mL	4849
.p	4844
EO	4835
;b	4828
x,	4816
ST	4794
mG	4788
HR	4787
p"	4778
?O	4747
PI	4746
Nb	4716
AR	4715
.d	4709
PR	4690
iq	4659
HM	4652
GT	4641
hK	4640
Mp	4638
CP	4637
L.	4618
-P	4609
"W	4583
C,	4582
UB	4580
Cf	4576
aJ	4575
;h	4574
Jf	4573
:i	4570
TN	4564
Ew	4543
?Y	4541
fV	4537
wS	4535
ER	4531
t/	4529
VR	4527
Tg	4527
mR	4519
mW	4513
m:	4510
Hc	4510
Mb	4507
Og	4504
:H	4501
g?	4501
UL	4500
I.	4492
Pk	4485
i/	4471
DR	4467
j 	4465
"'	4463
a/	4454
c;	4450
WE	4440
T,	4425
mN	4424
hO	4420
PP	4420
gN	4419
Cy	4419
wM	4410
vk	4408
px	4407
jt	4399
ED	4399
;s	4396
s;	4382
OD	4376
wC	4374
NI	4373
Nk	4368
Bk	4363
-F	4356
A.	4354
Mh	4353
x.	4348
U,	4348
aI	4335
RT	4332
Ym	4329
Va	4284
Rw	4269
UE	4263
 j	4256
aK	4252
AO	4251
O.	4243
P,	4242
-O	4239
jw	4239
eX	4238
"v	4231
Ne	4217
OC	4217
jk	4202
gJ	4192
:B	4184
Bh	4183
:P	4178
:Y	4177
AH	4177
UI	4175
Mv	4174
U.	4174
MG	4169
MT	4168
PO	4162
?-	4150
lJ	4144
MR	4138
eZ	4132
Us	4130
oK	4126
-g	4124
T.	4120
Oo	4119
nY	4110
Sx	4110
zp	4108
Cw	4095
CD	4075
 Q	4059
.u	4057
-x	4055
yV	4051
RN	4041
E,	4034
Np	4016
LT	4001
gO	3999
M,	3996
"C	3995
AN	3991
oU	3987
Vd	3986
Wu	3984
MP	3980
LE	3974
g'	3973
kM	3970
p-	3968
Ju	3941
-D	3927
-v	3923
GA	3923
Ll	3908
Ef	3905
ON	3895
Kb	3892
:F	3890
Jw	3890
HT	3890
mE	3879
kA	3879
DI	3868
zm	3867
Gb	3852
OI	3836
IH	3830
Fx	3828
kP	3819
bz	3814
;w	3809
s/	3805
/u	3797
BS	3789
E.	3785
-R	3774
kB	3772
SD	3772
-E	3758
UC	3757
CL	3732
oV	3731
.y	3725
UT	3723
:O	3721
"-	3707
Bx	3705
NO	3695
wT	3692
Lp	3691
RD	3684
Gu	3681
pS	3678
No	3678
DL	3670
Ev	3663
D,	3657
?C	3654
R.	3647
DM	3636
Vg	3624
Vi	3622
Fy	3618
Zn	3611
cT	3608
DY	3600
?N	3599
FR	3579
FI	3579
-L	3571
AG	3567
TP	3564
gK	3560
xy	3560
-Y	3556
kH	3555
NR	3550
mJ	3547
S-	3544
H,	3539
:L	3538
C-	3527
OR	3525
Kv	3524
PE	3524
cP	3520
DT	3514
BA	3513
yU	3511
Pm	3511
iC	3505
fq	3503
ML	3495
OL	3487
;o	3485
BE	3475
BT	3467
Lx	3432
HS	3421
cz	3417
cA	3414
AB	3411
dY	3408
Gy	3405
-N	3396
iA	3391
HN	3387
?B	3385
SF	3385
 Z	3374
lU	3367
UD	3346
E:	3342
NW	3333
MM	3328
Yn	3314
,q	3309
iM	3307
:N	3304
/h	3294
IP	3294
CU	3287
;I	3267
FS	3267
ID	3259
TM	3252
iF	3248
ex	3245
 "	3232
:s	3221
l/	3213
TD	3187
kR	3182
MI	3181
TT	3174
 >	3165
kF	3160
vw	3155
hV	3151
Nl	3149
:o	3143
FC	3129
A-	3129
LV	3125
jg	3116
OM	3116
wA	3115
:R	3109
?M	3099
wB	3077
tY	3076
LR	3068
,Y	3041
Uu	3040
wH	3034
aE	3026
:w	3023
Ly	3023
EN	3022
Dk	3005
:E	3004
AF	3003
Ch	2988
h:	2988
FE	2983
wJ	2982
IM	2982
Uo	2980
Mj	2967
Fv	2960
EM	2958
Jv	2952
DE	2945
iB	2944
Tf	2941
Za	2935
Wv	2914
AK	2914
R,	2912
SB	2895
pL	2881
:e	2877
HP	2869
"D	2865
mO	2858
DP	2855
ix	2849
L,	2849
SG	2848
p:	2843
PT	2833
kD	2831
RP	2821
kL	2820
cM	2810
f'	2810
PF	2800
"P	2789
GP	2788
hU	2781
Bm	2776
NH	2768
LO	2763
Ho	2762
kG	2761
B,	2758
Bp	2746
/w	2744
I-	2733
uS	2731
m;	2725
:/	2718
RO	2715
EU	2710
gU	2708
LG	2707
OP	2696
cB	2685
>>	2672
ME	2667
Yl	2661
PD	2660
DN	2654
PM	2638
lK	2637
mK	2636
cD	2627
c/	2623
HA	2623
k'	2621
pC	2618
Ey	2615
Eb	2611
wP	2610
wE	2607
w:	2605
ox	2600
nQ	2598
OO	2587
LB	2572
Mz	2566
GO	2566
YU	2563
zy	2558
sY	2552
T:	2551
NP	2551
pT	2546
E-	2546
VS	2542
rY	2539
yz	2538
"R	2536
Vo	2536
Gf	2530
cR	2527
iT	2516
;f	2508
Z 	2508
FN	2506
vp	2503
lV	2497
u;	2496
WR	2487
T-	2486
wD	2485
On	2482
PN	2482
GE	2477
Ov	2475
/l	2468
EF	2465
EY	2464
iP	2451
CB	2450
MK	2445
Kc	2444
?P	2431
-"	2431
"L	2425
Op	2425
Ff	2424
"O	2420
H.	2407
kk	2389
kO	2386
cI	2384
OH	2380
Zo	2379
GI	2377
FO	2376
/n	2372
IR	2371
pI	2368
Jb	2355
AY	2354
k:	2347
zc	2340
BR	2339
NM	2337
:G	2334
iR	2332
B.	2331
Nu	2327
Ok	2323
> 	2320
wx	2317
jl	2312
Kp	2310
/t	2310
?L	2305
HC	2305
IF	2305
Ww	2303
F,	2300
-G	2295
WS	2287
wj	2279
Jk	2278
g;	2278
J.	2272
wW	2264
:f	2262
SU	2262
Lz	2254
NV	2253
k?	2245
OF	2243
d;	2232
BO	2228
wG	2225
zw	2221
wZ	2212
gV	2204
Ub	2199
Jt	2194
Mf	2194
Gp	2192
LM	2187
cG	2181
EG	2173
mU	2172
Jg	2166
kW	2165
v"	2164
Ku	2164
Kw	2158
R-	2156
HL	2155
?F	2153
y'	2148
GR	2148
wR	2147
