NT	356284
,e	356236
,f	356140
 P	355847
TO	353008
-s	348381
. 	347926
,d	347802
f:	346880
IN	344592
-u	343292
a.	343208
i-	340794
P 	338099
.I	337615
fg	336463
kn	335708
io	333829
pd	331320
i.	330104
 :	329708
-p	328360
uh	327788
d,	326634
 T	324755
yd	323313
:'	322196
hp	321969
bf	321222
o:	321080
vs	320177
,w	319744
ff	318415
mx	318349
.A	318187
.S	317380
,b	316827
y.	314677
m"	313500
.d	310788
af	310303
EE	309752
sh	308558
r"	307878
D 	306649
ob	304508
:p	303783
cf	302885
fp	300455
du	299307
x,	299219
yr	299007
qa	298579
ks	297496
.C	297046
sN	296538
dv	295953
pp	295774
fx	294096
m.	293565
gd	293187
mg	292906
/e	291185
 C	291078
fd	290972
"e	290866
.c	290737
Ie	289368
OT	287570
d-	283249
 H	282103
z 	279969
xd	279022
"I	277351
Fl	277046
;t	276911
kt	275685
,m	274869
wd	272386
."	271175
mp	269717
gm	269701
Ti	269436
gp	268283
l:	267955
AI	267029
hu	266840
NE	266684
yf	265196
TR	263639
x:	263535
n"	262738
hv	261871
.P	260931
u'	260592
 k	258147
UE	257882
:a	256698
c-	256527
u,	255616
'i	255326
wl	254558
:d	254524
dh	253843
t'	253804
.u	253708
AD	252603
"i	252090
im	251666
zr	251419
e;	251276
:c	250132
xa	248987
yp	247452
dg	246855
mv	246259
g.	245393
EI	243220
ho	242546
.R	242108
hw	241381
xr	241108
ng	241023
mk	240011
n'	238720
M 	237370
t"	236287
i,	235643
gc	235421
r'	235338
eC	235244
.l	234156
IT	233452
:f	232610
-l	232495
Pr	231989
tk	231293
"o	231093
lz	229817
SR	229805
u.	229272
SA	229259
'e	229169
d:	227919
-t	226162
,l	225450
s'	225149
yb	224508
ke	223828
yn	223505
sz	223438
s"	223342
nv	221914
O-	221867
tN	221149
.O	219585
AL	218954
xl	218916
wm	218544
/ 	218047
Sr	217255
ES	216777
RT	216017
CM	215003
'a	214169
AT	213617
"a	212327
's	211887
ov	210934
mz	210168
P-	209278
 D	209167
ED	207320
g,	207267
ym	206999
u-	205278
a'	205112
cc	201857
m-	201845
.F	200848
RE	200800
PI	199843
ka	199657
OS	198847
kr	198257
xf	196818
.v	196358
.w	196253
.m	195411
 q	195232
.f	194711
II	194309
kd	193936
ll	193472
gl	192363
ko	191985
n/	191723
RA	190456
Tu	190253
rz	190250
-h	189794
 Q	189018
 W	188919
xb	188709
yh	188308
EA	187993
sq	185905
p,	185574
eT	185342
'o	185261
yl	184980
kp	184803
ab	184453
zt	184111
Sa	182628
uu	181678
-,	181387
 F	181119
Cn	179749
AS	179526
a:	179086
dx	178233
d'	178068
"s	177035
CI	176821
b-	176670
eS	176097
p.	175684
:"	175530
xm	174076
qi	173814
-c	173775
,v	173479
F 	173398
TD	172830
E-	172792
o'	172459
/o	171554
e/	169564
.N	169141
"r	169022
CN	167013
.b	166174
 M	166032
,k	165798
t/	165304
.D	164537
hf	163866
iv	163833
x'	163415
IG	163240
U 	163168
v-	163049
py	162694
gf	162304
gh	161779
uk	161502
VR	160429
-d	160080
:e	159695
"n	159534
fw	159445
t;	159218
xy	157520
ug	157488
eP	157308
RS	157296
EO	156469
NI	155788
SE	155516
w.	154988
bd	154439
:m	154421
fb	154285
,.	154153
'r	153974
Q 	153470
FR	153157
yw	153035
nx	152666
.h	152438
ib	152358
EC	152166
-f	151827
.y	151369
:o	151183
TE	150864
/a	150689
f,	150655
gu	150398
 /	150193
IA	149948
Ot	149684
c'	149680
eD	149474
OM	148854
ki	147814
OR	147774
l'	147721
OO	146493
LG	146104
Nt	146036
x.	145814
Tp	145810
eq	145724
-E	145720
my	144754
sC	144753
;:	144664
s/	144580
uo	143982
lu	143932
b.	143885
TI	143588
'n	143585
.E	143556
wo	143543
av	143472
g-	143028
PR	142355
"-	142351
PE	142020
jo	140935
,u	140793
eN	140731
RC	140713
't	140587
ji	140172
G 	139779
SO	139301
LS	138639
xt	138510
:w	138358
CE	138265
.B	138136
PS	138121
d"	137377
va	136829
sy	136452
sS	135633
',	135555
Dc	135504
SI	135502
bu	134539
./	134282
Se	134245
-R	133965
MN	133717
V 	133497
/i	133257
/.	133216
f'	133120
o;	133060
eE	132953
:n	131936
vi	131787
,-	131694
Ec	131174
H 	130659
-:	130579
/r	130479
ER	130335
.M	130142
NL	130007
SS	130006
pu	129954
hg	129784
':	129467
 <	129267
gv	127758
-'	127318
eA	127105
sP	126791
WR	126678
:b	126282
.;	126246
 B	126073
rx	125793
PO	125578
fh	125375
GA	125154
pb	125035
n;	124904
Ta	124201
o"	123904
SL	123789
wy	123627
OL	122629
lk	122563
RD	122539
-w	122228
y,	122149
CL	121650
kl	121351
-O	121199
s;	120916
GT	120758
IS	120711
l;	120499
RN	120036
l"	119420
zn	119099
Ts	119013
g:	118857
p:	118609
BT	118327
.W	118206
.x	118148
 z	118098
lh	118058
i:	118004
kc	117664
LC	117458
cv	117066
-A	116723
B 	116559
UI	116460
FE	116449
Al	116359
 X	116283
RG	116197
gb	116148
wu	116044
zd	115764
vc	115034
RI	114824
 V	114403
DS	114324
mf	114235
o/	114184
b,	114107
DC	114048
Vl	113649
A-	113600
wp	113481
i'	113220
uv	113008
HR	112953
RL	112840
b'	112741
aw	112629
f.	112612
AC	112176
,h	112172
TP	111997
"t	111679
QE	111631
MD	111234
sA	111232
-m	111166
eF	111154
RP	110456
vo	110015
kg	109729
:l	109137
,C	109076
NS	109044
h-	108807
a/	108364
UL	108133
Po	108094
R-	107767
ow	107676
m:	107438
"f	107431
dy	106727
Fr	106590
LO	106065
eR	106063
At	105285
hb	105188
-P	105033
Et	104844
sk	104765
xi	104382
gw	104257
fv	103983
EU	103395
FA	103253
,g	103122
r/	102722
'd	102650
EL	102579
vt	102085
p'	101989
Tr	101725
Pa	101302
h/	101242
EP	101113
SD	100604
,N	100536
;c	100492
LT	100299
f-	100239
yg	100095
eL	99572
uE	99489
Dt	99462
DL	99315
.g	99196
k.	99173
OH	99141
r;	98993
BF	98593
-S	98568
MT	98335
T-	98026
CA	97773
BS	97609
Ds	97439
.k	97421
TC	97291
eI	96614
Cm	96498
ME	96458
So	96354
E:	96041
y:	95916
RM	95500
St	95352
pf	95223
LL	94990
p-	94847
DT	94587
TT	94055
eO	93660
IR	93000
"h	92849
TA	92808
by	92764
IY	92745
NR	92409
a"	92385
cb	92133
aj	91494
CS	91457
: 	91273
OD	91258
qo	91234
u:	91220
DN	91192
"m	91072
nC	91045
iw	91006
'c	90994
Sm	90841
'.	90731
;i	90183
pg	90057
Ic	89794
ST	89770
OI	89721
Ea	89523
Md	89485
CO	89119
'f	89042
 Y	88722
EN	88412
js	88409
'p	88294
Da	88148
um	88034
TS	87897
Ca	87647
DR	87117
c;	87047
wc	87040
tS	87035
"d	86971
CP	86793
SN	86630
nN	86402
Ra	86205
"A	86010
;r	85981
hy	85897
eV	85764
mb	85659
v.	85658
Ip	85606
g'	85425
mw	85356
h.	85212
rC	85154
I-	85130
;s	84835
SB	84810
pw	84795
sT	84741
-x	84698
ph	84569
kf	84380
.H	84262
IP	83782
Nm	83644
TN	83556
 >	83509
HN	83137
WM	82676
AO	82571
:P	82474
nk	82471
PN	82369
nA	82161
TM	82084
b:	82075
sR	81997
h,	81973
a;	81956
/s	81737
"T	81628
sx	81418
Df	81331
sI	81279
fR	81124
LN	81114
Cd	81025
Ce	80901
ID	80757
i;	80662
 G	80597
UT	80467
QN	80125
M-	80122
Cs	79960
AG	79945
-T	79871
tT	79650
"p	79591
nP	79576
IH	79308
Ee	79166
ON	78715
nT	78654
"c	78523
MR	78243
E,	78017
tC	77983
pm	77786
tE	77596
Y 	77470
FM	76651
PC	75876
d;	75323
BE	74887
xo	74604
'm	74563
Rs	74511
NM	73936
g"	73936
:.	73878
tA	73563
> 	73537
"u	73411
:-	73320
sO	73231
rj	73103
DP	73094
q 	73086
AN	73010
As	72893
, 	72664
E.	72386
DF	72318
"E	72224
sF	72061
cy	71889
<.	71875
RO	71810
ML	71717
bv	71519
CR	71459
LB	71426
-v	71332
Bt	71296
dk	71283
,S	71031
"S	70814
ve	70717
eM	70647
nq	70604
Sb	70458
dC	69882
f"	69784
-b	69654
-y	69533
Ls	69473
ex	69150
RR	69104
W 	69051
Ei	68895
sE	68877
DD	68788
c"	68554
RY	68519
Ui	68195
,B	67991
Tc	67876
C-	67837
,P	67787
Bs	67709
m'	67645
nF	67597
.:	67396
;p	67382
AM	67030
j 	66816
FI	66551
".	66548
UC	66546
Oe	66526
k,	66224
sD	66022
l/	65997
Cr	65961
/t	65920
fk	65862
:h	65856
S-	65639
i"	65476
LA	65449
dT	65409
FN	65384
OA	65317
eB	65247
i/	65045
d/	64966
Pt	64743
w-	64265
IO	64167
T,	64154
OP	64142
.L	64075
wb	63984
NY	63829
v,	63802
/w	63717
NA	63566
cg	63241
Mt	63234
LD	63017
DE	62907
To	62852
NN	62806
rS	62701
-I	62630
AA	62568
'l	62433
Wi	61833
/l	61767
jd	61724
RF	61381
m;	61369
Gt	61354
:/	60953
w,	60908
-g	60856
.U	60850
/p	60849
yy	60779
-C	60512
Ps	60445
lC	60164
;d	60159
EF	60073
wf	60047
tF	60042
Ky	60036
Hn	59992
"l	59736
y-	59673
rN	59591
Ha	59586
yv	59519
Dr	59315
pE	59315
FL	59302
;n	59127
IL	59111
dP	58980
oI	58735
TV	58722
L:	58337
bh	58307
,q	57930
HS	57930
rE	57929
sB	57806
MS	57606
X 	57454
IC	57274
Es	57021
EG	56985
nS	56814
PT	56586
Ss	56532
:S	56500
'h	56458
R,	56363
GO	56355
nz	56315
GS	56246
TL	56134
Ms	56052
:C	55870
UF	55644
p"	55524
Pe	55522
Ep	55482
h:	55460
UD	55284
tP	54684
kb	54675
GE	54674
AU	54494
tO	54425
zp	54420
 K	54412
Tt	54355
,y	54342
T:	54259
/c	54252
m/	54188
Bo	53991
",	53965
bb	53695
;b	53550
:g	53426
k-	53374
rI	53209
h'	53157
DA	53145
"O	53119
Ad	52968
OU	52883
rP	52713
CD	52707
Ue	52683
R:	52603
ww	52602
EH	52311
:k	52294
":	52149
AK	52108
,A	52021
fy	51949
N-	51936
OF	51844
K 	51832
We	51730
vm	51603
lx	51592
vv	51532
sM	51490
Cl	51464
-/	51299
eU	51278
CT	51235
LE	51229
It	51187
Pi	51066
MA	51041
/f	50840
TB	50760
fB	50730
tI	50687
IK	50664
:v	50634
/,	50609
A,	50595
tq	50590
RW	50418
;o	50403
Sc	50196
bp	50158
Rm	50134
q.	50106
y'	50081
aD	50059
v:	49849
Db	49748
Rp	49731
fC	49648
CU	49645
.G	49575
nE	49554
PA	49539
< 	49284
tj	49196
Rt	49067
bm	49058
Iv	49019
UN	48830
/n	48827
Si	48751
nI	48744
'b	48650
:A	48627
RQ	48492
Tm	48470
y"	48284
/u	48281
D-	48145
:u	48018
dN	47786
S"	47579
GN	47524
Is	47508
N:	47481
u"	47398
Lc	47381
Do	47380
//	47270
;m	47265
SC	47127
Fa	47061
"C	47041
,T	47007
u;	46995
Rn	46961
HV	46915
LR	46856
bx	46808
Co	46613
EV	46356
xp	46353
NH	46195
BN	46159
La	46108
nD	46067
 j	45856
h"	45739
-N	45581
oS	45556
EM	45499
MX	45405
SP	45397
VL	45355
SM	45245
z.	45164
-"	45094
sL	45093
Fn	45054
L-	45052
Sn	45024
,F	44878
P.	44760
Vr	44756
JC	44662
Go	44654
p;	44608
rA	44581
ku	44573
g;	44534
;e	44481
SF	44459
Mr	44084
Di	43995
dS	43916
IF	43738
nL	43735
uw	43719
SG	43707
DM	43693
QP	43612
,R	43512
YE	43503
Rc	43384
eW	43378
Ln	43369
-B	43350
O:	43260
c/	43255
Sp	43226
NO	43146
dq	43144
Rf	43103
S,	43004
Wr	42911
aR	42887
TU	42658
;w	42533
pv	42520
YO	42506
xu	42383
yk	42344
Dp	42220
BL	42100
S:	42039
sj	41991
MO	41821
e<	41777
OC	41721
km	41618
AP	41544
w:	41531
HL	41462
-;	41419
UA	41402
-D	41344
qf	41344
RB	41238
O"	41192
>:	41139
Gn	41089
Ci	41081
'w	40975
/-	40883
aE	40740
oC	40680
Nd	40661
;u	40645
MU	40615
NP	40539
C:	40450
WI	40447
/x	40298
,/	40164
cw	40049
wv	40002
Pc	39856
LF	39621
Wn	39532
RU	39442
,L	39325
Sl	39324
GR	39266
yq	39243
"P	39168
HT	39135
KY	39102
gg	39050
Wa	38969
kw	38965
Mc	38726
E"	38717
p/	38696
L,	38615
k:	38598
e>	38555
"w	38442
/m	38438
xn	38432
hh	38400
"b	38379
"x	38374
FT	38195
.<	38141
AH	38120
lS	38075
FC	37974
Cp	37955
D.	37887
AY	37876
IM	37856
dF	37788
:T	37743
ND	37729
;P	37716
C.	37649
eK	37614
Ef	37455
ej	37440
Mn	37405
x-	37296
pC	37237
rT	37216
UP	37036
lF	36975
,U	36946
"v	36926
.q	36532
A:	36426
zs	36390
t<	36382
fI	36257
nO	36108
S.	36041
y;	36033
BA	35932
aq	35925
N.	35727
? 	35712
eQ	35674
wg	35649
ax	35560
nB	35556
oE	35554
 ;	35402
FU	35290
<o	35282
dA	35255
Dl	35227
tB	35035
mh	34989
<a	34959
PP	34830
RV	34795
f/	34777
oT	34760
Rl	34632
>,	34589
If	34546
SQ	34448
"D	34423
Pb	34405
vf	34329
Ao	34267
eG	34166
<:	34157
N"	34068
TF	34044
; 	33955
OY	33955
vb	33893
N,	33883
dE	33835
/h	33763
NW	33620
US	33593
y/	33592
;f	33589
CC	33547
Ed	33527
aP	33489
.Q	33481
Dn	33426
w'	33426
-H	33408
:D	33314
A.	33299
ez	33274
,O	33258
HD	33153
sH	33098
Tb	33091
Pp	32999
F-	32994
uy	32986
Sf	32944
Rg	32848
LP	32846
K-	32703
dB	32547
XS	32537
lq	32505
<t	32458
:y	32418
Eo	32404
s<	32373
LI	32367
'j	32329
aC	32208
tD	32107
Tf	32066
Wt	31956
R.	31922
TG	31900
B-	31867
sU	31824
Ns	31821
PL	31818
:R	31774
nR	31760
aW	31738
MP	31646
XX	31636
Os	31599
Aa	31540
D,	31474
Nr	31358
P,	31281
Rw	31281
Nc	31244
dR	31237
Lb	31172
:q	31105
LM	31055
"W	31031
IU	30975
.V	30962
NF	30860
Lt	30849
OK	30738
aS	30719
,I	30711
UH	30622
xw	30595
RJ	30593
QA	30589
-L	30434
sW	30375
u/	30265
Dm	30253
Cu	30221
mj	30171
Dw	30119
TY	29991
eH	29963
,D	29938
hk	29927
-W	29909
Eg	29785
T.	29641
hx	29583
 ?	29558
BG	29558
Lo	29538
Hs	29517
x"	29484
Ar	29480
 Z	29435
T"	29365
Ac	29344
nM	29341
GC	29328
rD	29252
tL	29227
.K	29192
I,	29168
,;	29154
NC	29066
EK	29064
Yu	29019
,M	28915
Ai	28851
:Q	28644
"X	28601
Ro	28564
WA	28561
t>	28502
lT	28485
rF	28453
<e	28427
Ri	28329
Ae	28320
Z 	28291
tM	28278
gx	28225
yC	28220
'-	28165
:M	28141
Ml	28109
AB	28077
Ud	28051
O,	28028
"H	27983
HP	27913
C,	27878
gC	27870
DI	27856
FX	27813
b/	27807
I"	27792
Pw	27741
wh	27740
k'	27688
Ay	27620
oN	27608
jb	27597
:B	27516
:L	27452
D:	27387
HA	27367
GM	27313
I.	27282
B.	27128
f;	27115
LY	27076
rL	27062
lO	27043
VS	26990
hj	26949
Xe	26899
yS	26833
dO	26790
fq	26749
ix	26743
yP	26704
gy	26698
AR	26697
-U	26688
sG	26646
FO	26561
:N	26541
aN	26442
rR	26433
z,	26236
;l	26220
GI	26210
"U	26190
Ap	26186
Dd	26126
Cc	26096
s>	26025
Q-	26010
cx	25937
EB	25910
ck	25886
Am	25814
b"	25795
rB	25783
WN	25692
HF	25678
PM	25647
GU	25646
GD	25606
Id	25564
gT	25551
tK	25512
tz	25510
n>	25508
IV	25465
-k	25393
gk	25375
tR	25371
;C	25340
.'	25315
:F	25260
lj	25260
b;	25200
PD	25193
lN	25151
LV	25126
dL	25111
MC	25003
SU	24994
Sd	24971
ch	24959
Td	24919
HC	24880
Li	24859
Ag	24825
Bf	24796
DG	24776
jn	24757
P'	24708
Br	24707
FS	24666
nU	24616
/b	24589
NU	24570
lM	24452
'y	24440
KN	24431
Eb	24399
,E	24386
dD	24378
BO	24352
BI	24351
'g	24334
"R	24303
k"	24253
xh	24240
Bg	24193
oq	24186
kh	24178
Lr	24167
E'	24102
bw	24087
jr	24083
Du	24080
WT	23971
Eu	23916
h;	23894
GL	23883
Lg	23880
Bw	23803
Ma	23764
Nw	23715
wk	23714
VD	23713
aT	23673
oP	23617
Ct	23615
mN	23604
<s	23419
R"	23414
YU	23382
Tl	23294
Na	23153
Hr	23137
>s	23042
XL	23005
Ni	22949
EY	22901
,:	22895
:I	22893
tH	22841
Oh	22820
Oj	22802
nQ	22801
DO	22753
EW	22736
hC	22693
Rr	22679
B,	22644
v;	22629
Fe	22595
'E	22552
ij	22549
lP	22511
/v	22478
Or	22469
XC	22427
tW	22427
vw	22408
,j	22387
DB	22370
cC	22306
nW	22211
"g	22112
Hw	22098
>"	22089
MV	22056
Mp	22016
gN	21995
I:	21992
fP	21957
I'	21947
qn	21877
BC	21842
P:	21835
Bi	21729
g/	21721
FF	21681
Lf	21550
OJ	21548
/g	21502
r>	21474
rM	21464
w;	21447
/y	21440
AF	21414
ZR	21414
S'	21353
DU	21328
yN	21275
A/	21259
-M	21209
dj	21187
Tx	21176
O.	21106
De	21104
mT	21047
dM	21019
yT	20999
/d	20930
JO	20921
;g	20915
xk	20846
LW	20831
.Y	20700
"M	20683
d>	20672
Mo	20498
L.	20480
v'	20439
'O	20413
VN	20370
oA	20364
RH	20337
Rq	20287
-F	20257
::	20215
pS	20162
fG	20112
MI	20084
.z	20063
mS	20041
px	20012
:E	19996
Nf	19955
Oi	19912
DV	19906
gS	19884
-q	19882
Dv	19819
SV	19813
XB	19805
SZ	19795
YI	19769
NG	19674
oM	19668
lL	19571
aF	19555
v"	19526
/;	19513
G-	19447
sK	19424
Od	19384
UR	19383
cE	19370
;T	19331
/:	19287
KP	19258
Tg	19219
oR	19213
A"	19199
lD	19164
Pd	19156
GP	19099
F,	19075
D'	19062
BD	19047
"F	19017
'v	19001
M"	18978
gq	18970
Qe	18950
nj	18948
TH	18914
Mb	18912
WP	18897
r<	18891
Fo	18850
qt	18823
E;	18814
CV	18757
vk	18752
,W	18714
WE	18714
"y	18685
Hl	18662
e?	18581
OB	18576
YT	18521
XE	18504
Oa	18482
Mf	18438
R/	18437
"Y	18431
BR	18363
ox	18351
M,	18349
OG	18345
mE	18338
Af	18313
za	18304
Rb	18293
'"	18260
yR	18257
n<	18198
Wo	18193
pk	18135
Mi	18130
'k	18119
tV	18092
qs	18047
gF	18029
'A	18020
MG	18009
'U	18007
yF	17974
lA	17926
vp	17901
G"	17884
xg	17860
Cf	17715
Sw	17675
:H	17639
kk	17633
Fs	17590
Of	17570
d<	17498
l>	17455
gP	17454
k/	17445
mC	17445
lB	17444
SX	17434
<i	17414
aL	17374
rW	17359
DW	17343
vx	17342
Ba	17317
jm	17298
sV	17292
:O	17279
xx	17277
YC	17235
yA	17225
Ft	17223
oB	17210
kv	17197
HB	17175
C'	17099
O'	17097
Yf	17055
>.	17024
"L	17006
Bc	16992
Wb	16982
Yt	16980
U,	16931
U.	16926
Dg	16919
S/	16879
o>	16837
:G	16833
z:	16795
w/	16766
VA	16748
T'	16737
Lv	16685
WS	16673
D/	16620
L"	16545
rO	16541
bq	16480
oF	16437
"/	16382
"N	16356
Rd	16310
fj	16277
,G	16264
Fu	16179
GB	16143
Mm	16056
,Q	16040
Su	16005
Oc	16004
Yo	15972
,z	15922
Em	15909
qp	15892
G:	15872
/k	15863
KS	15830
;v	15824
fA	15823
hW	15815
hT	15768
HM	15743
Ld	15719
Bn	15707
dG	15654
>N	15647
GH	15637
bk	15560
c<	15554
w"	15545
pN	15532
>a	15520
UU	15504
tU	15496
m>	15473
;k	15451
<l	15447
H:	15425
l<	15424
:U	15404
P"	15385
MM	15380
El	15351
hS	15295
uj	15277
J 	15272
lE	15272
oW	15213
Pf	15210
k;	15195
<r	15185
"G	15169
dI	15160
IB	15120
NB	15116
Ew	15115
hB	15103
Fi	15096
vz	15019
Ii	14995
i>	14937
iA	14916
z-	14908
nH	14904
E/	14903
Mk	14902
sQ	14878
gO	14865
Bh	14850
;A	14815
P/	14811
wx	14800
nG	14780
<c	14766
mL	14758
'I	14742
iq	14700
YF	14689
xq	14655
FP	14641
;S	14580
XD	14552
;q	14540
Ol	14525
"B	14495
"<	14494
Ya	14474
Lp	14465
zi	14461
fT	14446
Io	14445
/C	14436
Ga	14416
iI	14404
/O	14397
Yi	14394
 J	14391
Ow	14360
xv	14359
T/	14323
mR	14270
yD	14253
;.	14215
<,	14215
kq	14212
M.	14196
oD	14184
tG	14153
f<	14124
>'	14108
CF	14102
mq	14073
Sv	13995
x;	13979
Nb	13959
yj	13928
iC	13924
NX	13920
Bd	13899
Cg	13871
mP	13799
j.	13794
lI	13736
cM	13713
Us	13691
pB	13676
v/	13648
dW	13604
Mx	13593
cS	13590
XR	13574
:K	13541
Mg	13517
R'	13496
A'	13462
N'	13461
hA	13389
Tn	13365
j,	13320
lW	13305
Ys	13278
mA	13268
Tk	13261
zf	13227
x/	13202
U:	13186
fS	13074
F.	13039
Cv	13000
fz	12998
y<	12991
gA	12971
NV	12941
<>	12931
cT	12906
U-	12852
dQ	12846
HE	12814
No	12814
"k	12800
UB	12789
zo	12786
q,	12774
-V	12716
Kn	12707
lR	12698
pT	12680
'T	12670
Fx	12664
dU	12575
Ne	12570
Op	12568
AJ	12556
Yr	12553
?;	12535
YS	12470
q/	12466
WD	12454
RZ	12449
/Q	12438
Hm	12428
'C	12417
Tw	12397
j:	12376
Sx	12347
Lm	12326
Ks	12283
